               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  14,            0.027973,          0.00089629,                   0,             0.94522,             0.91359,             0.96225,             0.63082,            0.024435,          0.00066647,                   0,           0.0083913,           0.0083913,           0.0083913
                  15,            0.027158,           0.0008826,                   0,             0.95256,             0.91796,             0.96632,              0.6331,             0.02408,          0.00064473,                   0,           0.0082675,           0.0082675,           0.0082675
                  16,            0.027312,           0.0008905,                   0,             0.95377,             0.91302,             0.96416,             0.63737,            0.023889,          0.00063839,                   0,           0.0081437,           0.0081437,           0.0081437
                  17,            0.027134,          0.00086521,                   0,             0.96415,             0.91939,             0.97137,             0.64815,            0.023716,          0.00062185,                   0,             0.00802,             0.00802,             0.00802
                  18,            0.026739,          0.00083483,                   0,             0.95036,             0.93645,             0.97286,             0.65324,            0.023456,          0.00060479,                   0,           0.0078963,           0.0078963,           0.0078963
                  19,            0.026656,          0.00083751,                   0,             0.95126,             0.93435,             0.97443,             0.65145,            0.023336,          0.00059448,                   0,           0.0077725,           0.0077725,           0.0077725
                  20,            0.026603,          0.00081657,                   0,             0.96231,             0.92806,             0.97505,             0.65549,             0.02307,           0.0005906,                   0,           0.0076488,           0.0076488,           0.0076488
                  21,            0.026373,          0.00082226,                   0,             0.96185,               0.931,             0.97536,             0.65828,            0.022991,          0.00058439,                   0,            0.007525,            0.007525,            0.007525
                  22,            0.026048,          0.00080782,                   0,              0.9646,             0.93723,             0.97765,             0.65864,            0.022901,          0.00057501,                   0,           0.0074013,           0.0074013,           0.0074013
                  23,            0.026014,          0.00079588,                   0,             0.95917,             0.94603,             0.97683,             0.66123,            0.022697,          0.00056466,                   0,           0.0072775,           0.0072775,           0.0072775
                  24,            0.025974,          0.00079039,                   0,             0.96697,             0.93953,              0.9792,              0.6635,            0.022706,          0.00056194,                   0,           0.0071538,           0.0071538,           0.0071538
                  25,            0.025902,           0.0007907,                   0,             0.96779,              0.9389,             0.97883,             0.66523,            0.022581,          0.00055555,                   0,             0.00703,             0.00703,             0.00703
                  26,             0.02579,          0.00078552,                   0,             0.96342,             0.94459,             0.97987,             0.66629,            0.022427,          0.00055066,                   0,           0.0069063,           0.0069063,           0.0069063
                  27,            0.025666,          0.00076633,                   0,             0.96539,             0.94484,             0.97999,             0.66712,            0.022432,          0.00054738,                   0,           0.0067825,           0.0067825,           0.0067825
                  28,            0.025442,          0.00077255,                   0,             0.96034,             0.94964,             0.97967,             0.67146,            0.022329,          0.00054533,                   0,           0.0066587,           0.0066587,           0.0066587
                  29,            0.025464,          0.00075489,                   0,             0.96731,             0.94334,             0.98148,             0.67453,            0.022248,          0.00053952,                   0,            0.006535,            0.006535,            0.006535
                  30,            0.025457,          0.00074442,                   0,             0.96784,             0.94421,             0.98184,             0.67402,            0.022206,          0.00053638,                   0,           0.0064112,           0.0064112,           0.0064112
                  31,            0.025245,          0.00074839,                   0,             0.96371,             0.95386,             0.98291,             0.67408,             0.02212,          0.00053176,                   0,           0.0062875,           0.0062875,           0.0062875
                  32,            0.024954,          0.00073498,                   0,             0.96944,             0.95131,             0.98335,             0.67452,            0.022134,          0.00053115,                   0,           0.0061637,           0.0061637,           0.0061637
                  33,            0.024894,          0.00072793,                   0,             0.97146,             0.95029,             0.98398,              0.6766,            0.022071,          0.00052711,                   0,             0.00604,             0.00604,             0.00604
                  34,            0.024611,          0.00070699,                   0,             0.97562,              0.9485,             0.98406,               0.678,            0.022087,          0.00052344,                   0,           0.0059163,           0.0059163,           0.0059163
                  35,            0.024692,          0.00072813,                   0,             0.97538,             0.94924,             0.98485,             0.67963,            0.022013,          0.00052066,                   0,           0.0057925,           0.0057925,           0.0057925
                  36,             0.02453,          0.00070986,                   0,             0.97379,             0.95155,             0.98361,             0.67985,            0.021962,          0.00051841,                   0,           0.0056688,           0.0056688,           0.0056688
                  37,            0.024512,          0.00070464,                   0,             0.97321,             0.95242,             0.98416,             0.68039,            0.021915,          0.00051625,                   0,            0.005545,            0.005545,            0.005545
                  38,             0.02428,          0.00070362,                   0,             0.97122,              0.9555,              0.9847,             0.68085,            0.021881,          0.00051421,                   0,           0.0054212,           0.0054212,           0.0054212
                  39,            0.024279,          0.00069912,                   0,             0.97369,             0.95465,             0.98515,             0.68069,            0.021847,          0.00051272,                   0,           0.0052975,           0.0052975,           0.0052975
                  40,            0.024434,          0.00069868,                   0,             0.97308,             0.95524,              0.9849,             0.68053,            0.021817,           0.0005113,                   0,           0.0051737,           0.0051737,           0.0051737
                  41,            0.024058,          0.00069648,                   0,              0.9735,             0.95638,             0.98548,             0.68171,            0.021783,          0.00050924,                   0,             0.00505,             0.00505,             0.00505
                  42,            0.023885,          0.00068122,                   0,             0.97373,             0.95624,             0.98542,             0.68202,            0.021771,          0.00050718,                   0,           0.0049263,           0.0049263,           0.0049263
                  43,            0.024039,          0.00068261,                   0,             0.97274,             0.95811,             0.98529,             0.68266,            0.021741,           0.0005055,                   0,           0.0048025,           0.0048025,           0.0048025
                  44,             0.02375,          0.00067345,                   0,             0.97501,             0.95805,             0.98536,              0.6835,            0.021706,           0.0005039,                   0,           0.0046788,           0.0046788,           0.0046788
                  45,            0.023537,          0.00067927,                   0,             0.97543,             0.95805,             0.98548,             0.68483,            0.021684,            0.000502,                   0,            0.004555,            0.004555,            0.004555
                  46,            0.023514,          0.00067335,                   0,             0.97665,             0.95721,             0.98553,             0.68516,            0.021657,          0.00050057,                   0,           0.0044313,           0.0044313,           0.0044313
                  47,            0.023457,          0.00067052,                   0,              0.9744,             0.96036,             0.98561,             0.68586,            0.021636,          0.00049913,                   0,           0.0043075,           0.0043075,           0.0043075
                  48,            0.023515,          0.00066287,                   0,              0.9763,             0.95952,             0.98591,             0.68585,            0.021626,          0.00049776,                   0,           0.0041837,           0.0041837,           0.0041837
                  49,            0.023349,          0.00066618,                   0,             0.97546,             0.96183,             0.98624,               0.686,            0.021616,          0.00049635,                   0,             0.00406,             0.00406,             0.00406
                  50,            0.023226,          0.00065804,                   0,              0.9761,             0.96183,             0.98668,             0.68676,            0.021609,          0.00049493,                   0,           0.0039362,           0.0039362,           0.0039362
                  51,            0.023231,          0.00065573,                   0,             0.97756,              0.9612,             0.98712,             0.68678,            0.021603,          0.00049342,                   0,           0.0038125,           0.0038125,           0.0038125
                  52,            0.022899,           0.0006389,                   0,             0.97955,              0.9591,             0.98719,             0.68663,            0.021591,          0.00049209,                   0,           0.0036888,           0.0036888,           0.0036888
                  53,            0.023072,          0.00064396,                   0,             0.97756,             0.96183,             0.98689,             0.68678,            0.021584,          0.00049083,                   0,            0.003565,            0.003565,            0.003565
                  54,            0.022819,          0.00063599,                   0,             0.97798,             0.96225,             0.98692,             0.68694,            0.021574,          0.00048941,                   0,           0.0034413,           0.0034413,           0.0034413
                  55,            0.022896,          0.00063268,                   0,             0.97692,             0.96288,             0.98689,             0.68706,            0.021566,          0.00048831,                   0,           0.0033175,           0.0033175,           0.0033175
                  56,            0.022776,          0.00062422,                   0,             0.97702,             0.96283,             0.98679,             0.68751,            0.021554,          0.00048713,                   0,           0.0031938,           0.0031938,           0.0031938
                  57,            0.022527,          0.00062312,                   0,             0.97887,             0.96201,             0.98738,             0.68772,            0.021543,          0.00048581,                   0,             0.00307,             0.00307,             0.00307
                  58,            0.022579,          0.00062074,                   0,             0.97623,             0.96497,              0.9873,             0.68743,            0.021543,          0.00048436,                   0,           0.0029462,           0.0029462,           0.0029462
                  59,            0.022541,           0.0006184,                   0,             0.97695,             0.96393,             0.98727,             0.68754,            0.021538,          0.00048313,                   0,           0.0028225,           0.0028225,           0.0028225
                  60,            0.022321,          0.00061298,                   0,             0.97499,             0.96644,             0.98735,             0.68736,            0.021535,          0.00048185,                   0,           0.0026987,           0.0026987,           0.0026987
                  61,            0.022187,          0.00061223,                   0,             0.97515,             0.96581,             0.98726,             0.68777,            0.021523,          0.00048052,                   0,            0.002575,            0.002575,            0.002575
                  62,            0.022109,          0.00060963,                   0,             0.97786,             0.96329,             0.98757,             0.68752,            0.021518,          0.00047949,                   0,           0.0024513,           0.0024513,           0.0024513
                  63,            0.022038,          0.00060763,                   0,             0.97746,             0.96412,              0.9876,             0.68773,            0.021511,          0.00047824,                   0,           0.0023275,           0.0023275,           0.0023275
                  64,            0.022115,          0.00060668,                   0,             0.97808,             0.96412,             0.98784,             0.68779,            0.021515,           0.0004772,                   0,           0.0022038,           0.0022038,           0.0022038
                  65,            0.021625,          0.00059486,                   0,             0.97969,             0.96225,              0.9876,              0.6883,            0.021518,          0.00047612,                   0,             0.00208,             0.00208,             0.00208
                  66,            0.021626,          0.00059279,                   0,             0.98013,             0.96222,             0.98776,             0.68864,            0.021517,          0.00047492,                   0,           0.0019563,           0.0019563,           0.0019563
                  67,            0.021357,          0.00059429,                   0,             0.98199,             0.96078,             0.98786,             0.68858,            0.021519,          0.00047401,                   0,           0.0018325,           0.0018325,           0.0018325
                  68,            0.021397,          0.00058923,                   0,             0.98236,             0.96078,             0.98784,             0.68866,            0.021522,          0.00047297,                   0,           0.0017087,           0.0017087,           0.0017087
                  69,            0.021436,          0.00058366,                   0,             0.98325,              0.9603,             0.98789,             0.68918,            0.021524,          0.00047185,                   0,            0.001585,            0.001585,            0.001585
                  70,            0.021398,          0.00059113,                   0,             0.98382,             0.95973,             0.98796,             0.68968,             0.02153,          0.00047075,                   0,           0.0014612,           0.0014612,           0.0014612
                  71,            0.021253,          0.00058397,                   0,              0.9773,             0.96644,             0.98805,             0.68972,            0.021538,          0.00046972,                   0,           0.0013375,           0.0013375,           0.0013375
                  72,            0.021042,           0.0005711,                   0,             0.98214,             0.96225,             0.98811,             0.69004,            0.021534,          0.00046881,                   0,           0.0012138,           0.0012138,           0.0012138
                  73,            0.020732,          0.00055834,                   0,             0.97854,             0.96581,             0.98806,             0.69012,            0.021541,          0.00046781,                   0,             0.00109,             0.00109,             0.00109
                  74,            0.020919,          0.00056369,                   0,             0.97895,             0.96581,             0.98821,             0.69049,            0.021548,           0.0004667,                   0,          0.00096625,          0.00096625,          0.00096625
                  75,              0.0206,          0.00056298,                   0,             0.98116,             0.96393,             0.98825,              0.6902,            0.021552,          0.00046556,                   0,           0.0008425,           0.0008425,           0.0008425
                  76,            0.020686,          0.00055265,                   0,             0.97872,             0.96644,             0.98835,              0.6905,            0.021549,           0.0004644,                   0,          0.00071875,          0.00071875,          0.00071875
                  77,            0.020162,           0.0005441,                   0,              0.9765,             0.96896,             0.98843,             0.69044,            0.021549,          0.00046327,                   0,            0.000595,            0.000595,            0.000595
                  78,            0.020297,          0.00054278,                   0,             0.97939,             0.96659,             0.98849,              0.6909,            0.021548,           0.0004622,                   0,          0.00047125,          0.00047125,          0.00047125
                  79,            0.020237,          0.00054302,                   0,             0.98144,             0.96497,             0.98843,             0.69079,             0.02155,          0.00046113,                   0,           0.0003475,           0.0003475,           0.0003475
